Sr No.,"Date of 
Encashment","Bond
Number",Name of the Political Party,Name of the Purchaser,Denominations,"Account no. of
Political Party","Pay Branch
Code",Pay Teller
17710,17-10-2023,OL29660,"President, All India Congress Committee",Rupa H Shah,100000,*******4012,691,7516991
17711,17-10-2023,OL29658,"President, All India Congress Committee",Rupa H Shah,100000,*******4012,691,7516991
17712,17-10-2023,OL29664,"President, All India Congress Committee",Rupa H Shah,100000,*******4012,691,7516991
17713,17-10-2023,OL29662,"President, All India Congress Committee",Rupa H Shah,100000,*******4012,691,7516991
17714,17-10-2023,OL29656,"President, All India Congress Committee",Rupa H Shah,100000,*******4012,691,7516991
2902,29-04-2019,OC7147,Bharatiya Janata Party,S D Corporation Pvt Ltd,10000000,*******8244,691,3300196
2903,29-04-2019,OC7149,Bharatiya Janata Party,S D Corporation Pvt Ltd,10000000,*******8244,691,3300196
2904,29-04-2019,OC7145,Bharatiya Janata Party,S D Corporation Pvt Ltd,10000000,*******8244,691,3300196
2905,29-04-2019,OC7137,Bharatiya Janata Party,S D Corporation Pvt Ltd,10000000,*******8244,691,3300196
2906,29-04-2019,OC7141,Bharatiya Janata Party,S D Corporation Pvt Ltd,10000000,*******8244,691,3300196
2907,29-04-2019,OC7143,Bharatiya Janata Party,S D Corporation Pvt Ltd,10000000,*******8244,691,3300196
2908,29-04-2019,OC7139,Bharatiya Janata Party,S D Corporation Pvt Ltd,10000000,*******8244,691,3300196
4752,19-10-2019,OC7710,Bharatiya Janata Party,S D Corporation Pvt Ltd,10000000,*******8244,691,3723135
4753,19-10-2019,OC7718,Bharatiya Janata Party,S D Corporation Pvt Ltd,10000000,*******8244,691,3723135
4754,19-10-2019,OC7706,Bharatiya Janata Party,S D Corporation Pvt Ltd,10000000,*******8244,691,3723135
4755,19-10-2019,OC7714,Bharatiya Janata Party,S D Corporation Pvt Ltd,10000000,*******8244,691,3723135
4756,19-10-2019,OC7712,Bharatiya Janata Party,S D Corporation Pvt Ltd,10000000,*******8244,691,3723135
4757,19-10-2019,OC7708,Bharatiya Janata Party,S D Corporation Pvt Ltd,10000000,*******8244,691,3723135
4758,19-10-2019,OC7716,Bharatiya Janata Party,S D Corporation Pvt Ltd,10000000,*******8244,691,3723135
4760,19-10-2019,OC7727,Bharatiya Janata Party,S D Corporation Pvt Ltd,10000000,*******8244,691,3723135
4761,19-10-2019,OC7729,Bharatiya Janata Party,S D Corporation Pvt Ltd,10000000,*******8244,691,3723135
4762,19-10-2019,OC7725,Bharatiya Janata Party,S D Corporation Pvt Ltd,10000000,*******8244,691,3723135
5281,13-01-2021,TL13473,All India Trinamool Congress,S E Builders And Realtors Ltd,1000000,*******0688,1,3476510
5282,13-01-2021,TL13477,All India Trinamool Congress,S E Builders And Realtors Ltd,1000000,*******0688,1,3476510
5283,13-01-2021,TL13448,All India Trinamool Congress,S E Builders And Realtors Ltd,1000000,*******0688,1,3476510
5284,13-01-2021,TL13475,All India Trinamool Congress,S E Builders And Realtors Ltd,1000000,*******0688,1,3476510
5285,13-01-2021,TL13450,All India Trinamool Congress,S E Builders And Realtors Ltd,1000000,*******0688,1,3476510
12758,18-11-2022,TL1702,"President, All India Congress Committee",S G Agarwal & Co,1000000,*******4012,691,8212066
11570,14-10-2022,TL13683,Aam Aadmi Party,S K Supply Chain Solutions,1000000,*******5086,691,5972302
11564,14-10-2022,TL13699,Aam Aadmi Party,S K Traders,1000000,*******5086,691,5972302
11565,14-10-2022,TL13693,Aam Aadmi Party,S K Trading Co.,1000000,*******5086,691,5972302
2394,23-04-2019,OC7121,Bharatiya Janata Party,S R C Chemicals Pvt Ltd,10000000,*******8244,691,4567455
3913,14-05-2019,TL1064,Bharatiya Janata Party,S.P. Singla Constructions Private Ltd.,1000000,*******8244,691,3300196
3914,14-05-2019,TL1070,Bharatiya Janata Party,S.P. Singla Constructions Private Ltd.,1000000,*******8244,691,3300196
3915,14-05-2019,TL1065,Bharatiya Janata Party,S.P. Singla Constructions Private Ltd.,1000000,*******8244,691,3300196
3916,14-05-2019,TL1068,Bharatiya Janata Party,S.P. Singla Constructions Private Ltd.,1000000,*******8244,691,3300196
3917,14-05-2019,TL1072,Bharatiya Janata Party,S.P. Singla Constructions Private Ltd.,1000000,*******8244,691,3300196
4122,20-05-2019,TL1059,Bharatiya Janata Party,S.P. Singla Constructions Private Ltd.,1000000,*******8244,691,3627829
4123,20-05-2019,TL1062,Bharatiya Janata Party,S.P. Singla Constructions Private Ltd.,1000000,*******8244,691,3627829
4124,20-05-2019,OL25108,Bharatiya Janata Party,S.P. Singla Constructions Private Ltd.,100000,*******8244,691,3627829
4125,20-05-2019,OL25102,Bharatiya Janata Party,S.P. Singla Constructions Private Ltd.,100000,*******8244,691,3627829
4126,20-05-2019,OL25110,Bharatiya Janata Party,S.P. Singla Constructions Private Ltd.,100000,*******8244,691,3627829
4127,20-05-2019,OL25105,Bharatiya Janata Party,S.P. Singla Constructions Private Ltd.,100000,*******8244,691,3627829
4128,20-05-2019,OL25104,Bharatiya Janata Party,S.P. Singla Constructions Private Ltd.,100000,*******8244,691,3627829
3989,20-05-2019,OC4710,Bharatiya Janata Party,S.S.Earthmovers And Logistics,10000000,*******8244,691,4567455
3990,20-05-2019,OC4714,Bharatiya Janata Party,S.S.Earthmovers And Logistics,10000000,*******8244,691,4567455
3991,20-05-2019,OC2746,Bharatiya Janata Party,S.S.Earthmovers And Logistics,10000000,*******8244,691,4567455
3992,20-05-2019,OC2748,Bharatiya Janata Party,S.S.Earthmovers And Logistics,10000000,*******8244,691,4567455
3993,20-05-2019,OC4704,Bharatiya Janata Party,S.S.Earthmovers And Logistics,10000000,*******8244,691,4567455
3994,20-05-2019,OC4712,Bharatiya Janata Party,S.S.Earthmovers And Logistics,10000000,*******8244,691,4567455
3995,20-05-2019,OC2750,Bharatiya Janata Party,S.S.Earthmovers And Logistics,10000000,*******8244,691,4567455
3996,20-05-2019,OC4706,Bharatiya Janata Party,S.S.Earthmovers And Logistics,10000000,*******8244,691,4567455
3997,20-05-2019,OC4708,Bharatiya Janata Party,S.S.Earthmovers And Logistics,10000000,*******8244,691,4567455
3998,20-05-2019,OC4702,Bharatiya Janata Party,S.S.Earthmovers And Logistics,10000000,*******8244,691,4567455
18875,20-11-2023,OC13310,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18876,20-11-2023,OC13363,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18877,20-11-2023,OC13306,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18878,20-11-2023,OC13367,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18879,20-11-2023,OC13318,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18880,20-11-2023,OC13166,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18881,20-11-2023,OC13369,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18882,20-11-2023,OC13170,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18883,20-11-2023,OC13174,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18884,20-11-2023,OC13304,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18885,20-11-2023,OC13355,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18886,20-11-2023,OC13302,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18887,20-11-2023,OC13373,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18888,20-11-2023,OC13308,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18889,20-11-2023,OC13322,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18890,20-11-2023,OC13351,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18891,20-11-2023,OC13365,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18892,20-11-2023,OC13359,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18893,20-11-2023,OC13371,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18894,20-11-2023,OC13348,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18895,20-11-2023,OC13350,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18896,20-11-2023,OC13357,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18897,20-11-2023,OC13168,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18898,20-11-2023,OC13345,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18899,20-11-2023,OC13349,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18900,20-11-2023,OC13314,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18901,20-11-2023,OC13324,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18902,20-11-2023,OC13316,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18903,20-11-2023,OC13172,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18904,20-11-2023,OC13347,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18905,20-11-2023,OC13353,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18906,20-11-2023,OC13344,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18907,20-11-2023,OC13320,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18908,20-11-2023,OC13361,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
18909,20-11-2023,OC13312,Bharatiya Janata Party,Safal Goyal Realty Llp,10000000,*******8244,691,7516991
15129,10-07-2023,TL7384,"President, All India Congress Committee",Sagar Cements Limited,1000000,*******4012,691,8212066
15130,10-07-2023,TL7382,"President, All India Congress Committee",Sagar Cements Limited,1000000,*******4012,691,8212066
15131,10-07-2023,TL7386,"President, All India Congress Committee",Sagar Cements Limited,1000000,*******4012,691,8212066
15132,10-07-2023,TL7388,"President, All India Congress Committee",Sagar Cements Limited,1000000,*******4012,691,8212066
15133,10-07-2023,TL7380,"President, All India Congress Committee",Sagar Cements Limited,1000000,*******4012,691,8212066
15134,10-07-2023,TL7358,Telugu Desam Party,Sagar Cements Limited,1000000,*******3067,847,3889823
15135,10-07-2023,TL7356,Telugu Desam Party,Sagar Cements Limited,1000000,*******3067,847,3889823
15136,10-07-2023,TL7352,Telugu Desam Party,Sagar Cements Limited,1000000,*******3067,847,3889823
15137,10-07-2023,TL7350,Telugu Desam Party,Sagar Cements Limited,1000000,*******3067,847,3889823
15138,10-07-2023,TL7354,Telugu Desam Party,Sagar Cements Limited,1000000,*******3067,847,3889823
15274,12-07-2023,TL7362,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),Sagar Cements Limited,1000000,*******6354,847,3889823
15275,12-07-2023,TL7360,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),Sagar Cements Limited,1000000,*******6354,847,3889823
15276,12-07-2023,TL7366,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),Sagar Cements Limited,1000000,*******6354,847,3889823
15277,12-07-2023,TL7364,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),Sagar Cements Limited,1000000,*******6354,847,3889823
15278,12-07-2023,TL7368,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),Sagar Cements Limited,1000000,*******6354,847,3889823
15557,13-07-2023,TL7342,Bharat Rashtra Samithi,Sagar Cements Limited,1000000,*******7477,847,6013147
15558,13-07-2023,TL7348,Bharat Rashtra Samithi,Sagar Cements Limited,1000000,*******7477,847,6013147
15559,13-07-2023,TL7344,Bharat Rashtra Samithi,Sagar Cements Limited,1000000,*******7477,847,6013147
15560,13-07-2023,TL7346,Bharat Rashtra Samithi,Sagar Cements Limited,1000000,*******7477,847,6013147
15561,13-07-2023,TL7340,Bharat Rashtra Samithi,Sagar Cements Limited,1000000,*******7477,847,6013147
16101,15-07-2023,TL7370,Bharatiya Janata Party,Sagar Cements Limited,1000000,*******8244,691,8212066
16102,15-07-2023,TL7372,Bharatiya Janata Party,Sagar Cements Limited,1000000,*******8244,691,8212066
16103,15-07-2023,TL7376,Bharatiya Janata Party,Sagar Cements Limited,1000000,*******8244,691,8212066
16104,15-07-2023,TL7378,Bharatiya Janata Party,Sagar Cements Limited,1000000,*******8244,691,8212066
16105,15-07-2023,TL7374,Bharatiya Janata Party,Sagar Cements Limited,1000000,*******8244,691,8212066
15424,13-07-2023,OC14644,Bharat Rashtra Samithi,Sagi Venkata Ramakrishna Raju,10000000,*******7477,847,6013147
7767,16-10-2021,TL14254,All India Trinamool Congress,Sagun Tulsyan,1000000,*******0688,1,3490777
17677,17-10-2023,TL15692,"President, All India Congress Committee",Sagun Tulsyan,1000000,*******4012,691,8212066
17678,17-10-2023,TL15694,"President, All India Congress Committee",Sagun Tulsyan,1000000,*******4012,691,8212066
14669,18-04-2023,TL14551,All India Trinamool Congress,Salasar Financial Advisory Services,1000000,*******0688,1,5093597
14670,18-04-2023,TL14557,All India Trinamool Congress,Salasar Financial Advisory Services,1000000,*******0688,1,5093597
14671,18-04-2023,TL14555,All India Trinamool Congress,Salasar Financial Advisory Services,1000000,*******0688,1,5093597
14672,18-04-2023,TL14559,All India Trinamool Congress,Salasar Financial Advisory Services,1000000,*******0688,1,5093597
14673,18-04-2023,TL14553,All India Trinamool Congress,Salasar Financial Advisory Services,1000000,*******0688,1,5093597
7158,11-10-2021,TL14196,All India Trinamool Congress,Salasar Sarees Pvt Ltd,1000000,*******0688,1,3490777
7211,11-10-2021,OL1433,All India Trinamool Congress,Salasar Sarees Pvt Ltd,100000,*******0688,1,3490777
7212,11-10-2021,OL1437,All India Trinamool Congress,Salasar Sarees Pvt Ltd,100000,*******0688,1,3490777
7213,11-10-2021,OL1435,All India Trinamool Congress,Salasar Sarees Pvt Ltd,100000,*******0688,1,3490777
7214,11-10-2021,OL1441,All India Trinamool Congress,Salasar Sarees Pvt Ltd,100000,*******0688,1,3490777
7215,11-10-2021,OL1439,All India Trinamool Congress,Salasar Sarees Pvt Ltd,100000,*******0688,1,3490777
6939,08-10-2021,OC9426,All India Trinamool Congress,Salasar Stock Broking Ltd-Proprietary,10000000,*******0688,1,3490777
6940,08-10-2021,OC9430,All India Trinamool Congress,Salasar Stock Broking Ltd-Proprietary,10000000,*******0688,1,3490777
6941,08-10-2021,OC9428,All India Trinamool Congress,Salasar Stock Broking Ltd-Proprietary,10000000,*******0688,1,3490777
7710,16-10-2021,OC9431,All India Trinamool Congress,Salasar Stock Broking Ltd-Proprietary,10000000,*******0688,1,3490777
7711,16-10-2021,OC9433,All India Trinamool Congress,Salasar Stock Broking Ltd-Proprietary,10000000,*******0688,1,3490777
2096,20-04-2019,TL12611,Bharatiya Janata Party,Samman Lal Sher Singh Papers Pvt Lt,1000000,*******8244,691,2511282
2097,20-04-2019,TL12610,Bharatiya Janata Party,Samman Lal Sher Singh Papers Pvt Lt,1000000,*******8244,691,2511282
2154,20-04-2019,OL3179,Bharatiya Janata Party,Samman Lal Sher Singh Papers Pvt Lt,100000,*******8244,691,2511282
2155,20-04-2019,OL3167,Bharatiya Janata Party,Samman Lal Sher Singh Papers Pvt Lt,100000,*******8244,691,2511282
2156,20-04-2019,OL3170,Bharatiya Janata Party,Samman Lal Sher Singh Papers Pvt Lt,100000,*******8244,691,2511282
2157,20-04-2019,OL3168,Bharatiya Janata Party,Samman Lal Sher Singh Papers Pvt Lt,100000,*******8244,691,2511282
2158,20-04-2019,OL3169,Bharatiya Janata Party,Samman Lal Sher Singh Papers Pvt Lt,100000,*******8244,691,2511282
11574,14-10-2022,TL13604,Aam Aadmi Party,San Beverages Pvt Ltd,1000000,*******5086,691,5972302
11575,14-10-2022,TL13602,Aam Aadmi Party,San Beverages Pvt Ltd,1000000,*******5086,691,5972302
11576,14-10-2022,TL13606,Aam Aadmi Party,San Beverages Pvt Ltd,1000000,*******5086,691,5972302
11577,14-10-2022,TL13605,Aam Aadmi Party,San Logistics,1000000,*******5086,691,5972302
11578,14-10-2022,TL13601,Aam Aadmi Party,San Logistics,1000000,*******5086,691,5972302
11579,14-10-2022,TL13603,Aam Aadmi Party,San Logistics,1000000,*******5086,691,5972302
12177,14-11-2022,TL13622,"President, All India Congress Committee",San Logistics,1000000,*******4012,691,8212066
12178,14-11-2022,TL13620,"President, All India Congress Committee",San Logistics,1000000,*******4012,691,8212066
12179,14-11-2022,TL13618,"President, All India Congress Committee",San Logistics,1000000,*******4012,691,8212066
12180,14-11-2022,TL13616,"President, All India Congress Committee",San Logistics,1000000,*******4012,691,8212066
12852,23-11-2022,TL13641,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),Sandeep Aggarwal,1000000,*******6354,847,1010404
12853,23-11-2022,TL13639,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),Sandeep Aggarwal,1000000,*******6354,847,1010404
12881,23-11-2022,OL28740,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),Sandeep Aggarwal,100000,*******6354,847,1010404
12882,23-11-2022,OL28736,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),Sandeep Aggarwal,100000,*******6354,847,1010404
12883,23-11-2022,OL28732,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),Sandeep Aggarwal,100000,*******6354,847,1010404
12884,23-11-2022,OL28738,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),Sandeep Aggarwal,100000,*******6354,847,1010404
12885,23-11-2022,OL28734,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),Sandeep Aggarwal,100000,*******6354,847,1010404
12858,23-11-2022,TL14003,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),Sandeep Aggarwal And Sons Huf,1000000,*******6354,847,1010404
12859,23-11-2022,TL14001,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),Sandeep Aggarwal And Sons Huf,1000000,*******6354,847,1010404
12896,23-11-2022,OL28768,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),Sandeep Aggarwal And Sons Huf,100000,*******6354,847,1010404
12897,23-11-2022,OL28770,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),Sandeep Aggarwal And Sons Huf,100000,*******6354,847,1010404
12898,23-11-2022,OL28764,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),Sandeep Aggarwal And Sons Huf,100000,*******6354,847,1010404
12899,23-11-2022,OL28766,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),Sandeep Aggarwal And Sons Huf,100000,*******6354,847,1010404
12900,23-11-2022,OL28762,Ysr Congress Party (Yuvajana Sramika Rythu Congress Party),Sandeep Aggarwal And Sons Huf,100000,*******6354,847,1010404
14970,20-04-2023,OC11666,All India Trinamool Congress,Sandeep Auto Lines,10000000,*******0688,1,4582993
15005,20-04-2023,TL14671,All India Trinamool Congress,Sandeep Auto Lines,1000000,*******0688,1,4582993
15006,20-04-2023,TL14667,All India Trinamool Congress,Sandeep Auto Lines,1000000,*******0688,1,4582993
15007,20-04-2023,TL14669,All India Trinamool Congress,Sandeep Auto Lines,1000000,*******0688,1,4582993
15008,20-04-2023,TL14665,All India Trinamool Congress,Sandeep Auto Lines,1000000,*******0688,1,4582993
15009,20-04-2023,TL14663,All India Trinamool Congress,Sandeep Auto Lines,1000000,*******0688,1,4582993
16256,19-07-2023,OC12828,Rashtriya Janta Dal,Sandeep Auto Lines,10000000,*******2758,152,3788504
16257,19-07-2023,OC12830,Rashtriya Janta Dal,Sandeep Auto Lines,10000000,*******2758,152,3788504
18286,20-10-2023,OC16304,All India Trinamool Congress,Sandeep Auto Lines,10000000,*******0688,1,3490777
18287,20-10-2023,OC16302,All India Trinamool Congress,Sandeep Auto Lines,10000000,*******0688,1,3490777
19446,28-11-2023,OC15657,All India Trinamool Congress,Sandeep Auto Lines,10000000,*******0688,1,3490777
19447,28-11-2023,OC15655,All India Trinamool Congress,Sandeep Auto Lines,10000000,*******0688,1,3490777
20182,18-01-2024,OC15738,All India Trinamool Congress,Sandeep Auto Lines,10000000,*******0688,1,3490777
20251,18-01-2024,TL16048,All India Trinamool Congress,Sandeep Auto Lines,1000000,*******0688,1,3490777
20252,18-01-2024,TL16044,All India Trinamool Congress,Sandeep Auto Lines,1000000,*******0688,1,3490777
20253,18-01-2024,TL16050,All India Trinamool Congress,Sandeep Auto Lines,1000000,*******0688,1,3490777
20254,18-01-2024,TL16046,All India Trinamool Congress,Sandeep Auto Lines,1000000,*******0688,1,3490777
20255,18-01-2024,TL16052,All India Trinamool Congress,Sandeep Auto Lines,1000000,*******0688,1,3490777
20385,23-01-2024,OC15736,Dravida Munnetra Kazhagam (Dmk),Sandeep Auto Lines,10000000,*******8935,800,1011942
7586,12-10-2021,OL29590,"President, All India Congress Committee",Sandeep Jhunjhunwala,100000,*******4012,691,7516991
7587,12-10-2021,OL29587,"President, All India Congress Committee",Sandeep Jhunjhunwala,100000,*******4012,691,7516991
7619,12-10-2021,TT9919,"President, All India Congress Committee",Sandeep Jhunjhunwala,10000,*******4012,691,7516991
7620,12-10-2021,TT9917,"President, All India Congress Committee",Sandeep Jhunjhunwala,10000,*******4012,691,7516991
7621,12-10-2021,TT9921,"President, All India Congress Committee",Sandeep Jhunjhunwala,10000,*******4012,691,7516991
7622,12-10-2021,TT9923,"President, All India Congress Committee",Sandeep Jhunjhunwala,10000,*******4012,691,7516991
7623,12-10-2021,TT9925,"President, All India Congress Committee",Sandeep Jhunjhunwala,10000,*******4012,691,7516991
7882,20-10-2021,TL14308,"President, All India Congress Committee",Sandeep Jhunjhunwala,1000000,*******4012,691,7516991
2235,20-04-2019,TT25008,Shiromani Akali Dal,Sandeep Khanna And Associates,10000,*******6675,628,5809207
2236,20-04-2019,TT25001,Shiromani Akali Dal,Sandeep Khanna And Associates,10000,*******6675,628,5809207
2237,20-04-2019,TT25006,Shiromani Akali Dal,Sandeep Khanna And Associates,10000,*******6675,628,5809207
2238,20-04-2019,TT25003,Shiromani Akali Dal,Sandeep Khanna And Associates,10000,*******6675,628,5809207
17676,17-10-2023,TL15690,"President, All India Congress Committee",Sandeep Kumar Sultania (Jt1),1000000,*******4012,691,8212066
7271,11-10-2021,OC9515,Bharat Rashtra Samithi,Sandhya Constructions & Estates Private Limited,10000000,*******7477,847,6422705
7272,11-10-2021,OC9511,Bharat Rashtra Samithi,Sandhya Constructions & Estates Private Limited,10000000,*******7477,847,6422705
7273,11-10-2021,OC9505,Bharat Rashtra Samithi,Sandhya Constructions & Estates Private Limited,10000000,*******7477,847,6422705
7274,11-10-2021,OC9509,Bharat Rashtra Samithi,Sandhya Constructions & Estates Private Limited,10000000,*******7477,847,6422705
7275,11-10-2021,OC9504,Bharat Rashtra Samithi,Sandhya Constructions & Estates Private Limited,10000000,*******7477,847,6422705
7276,11-10-2021,OC9507,Bharat Rashtra Samithi,Sandhya Constructions & Estates Private Limited,10000000,*******7477,847,6422705
7277,11-10-2021,OC9516,Bharat Rashtra Samithi,Sandhya Constructions & Estates Private Limited,10000000,*******7477,847,6422705
7278,11-10-2021,OC9508,Bharat Rashtra Samithi,Sandhya Constructions & Estates Private Limited,10000000,*******7477,847,6422705
7279,11-10-2021,OC9506,Bharat Rashtra Samithi,Sandhya Constructions & Estates Private Limited,10000000,*******7477,847,6422705
7280,11-10-2021,OC9513,Bharat Rashtra Samithi,Sandhya Constructions & Estates Private Limited,10000000,*******7477,847,6422705
7281,11-10-2021,OC9510,Bharat Rashtra Samithi,Sandhya Constructions & Estates Private Limited,10000000,*******7477,847,6422705
7282,11-10-2021,OC9512,Bharat Rashtra Samithi,Sandhya Constructions & Estates Private Limited,10000000,*******7477,847,6422705
7283,11-10-2021,OC9514,Bharat Rashtra Samithi,Sandhya Constructions & Estates Private Limited,10000000,*******7477,847,6422705
1667,18-04-2019,OL23666,"President, All India Congress Committee",Sangireddy Thirupathi Reddy,100000,*******4012,691,5189071
1668,18-04-2019,OL23665,"President, All India Congress Committee",Sangireddy Thirupathi Reddy,100000,*******4012,691,5189071
1669,18-04-2019,OL23663,"President, All India Congress Committee",Sangireddy Thirupathi Reddy,100000,*******4012,691,5189071
1670,18-04-2019,OL23659,"President, All India Congress Committee",Sangireddy Thirupathi Reddy,100000,*******4012,691,5189071
1671,18-04-2019,OL23661,"President, All India Congress Committee",Sangireddy Thirupathi Reddy,100000,*******4012,691,5189071
17694,17-10-2023,TL15726,"President, All India Congress Committee",Sanjay Agarwal,1000000,*******4012,691,8212066
2044,20-04-2019,TL10971,Bharatiya Janata Party,Sanjay Jain,1000000,*******8244,691,2511282
7588,12-10-2021,OL29592,"President, All India Congress Committee",Sanjay Jhunjhunwala,100000,*******4012,691,7516991
7589,12-10-2021,OL29596,"President, All India Congress Committee",Sanjay Jhunjhunwala,100000,*******4012,691,7516991
7590,12-10-2021,OL29594,"President, All India Congress Committee",Sanjay Jhunjhunwala,100000,*******4012,691,7516991
6487,12-07-2021,TL12766,"President, All India Congress Committee",Sanjay Kumar,1000000,*******4012,691,7516991
11572,14-10-2022,TL13700,Aam Aadmi Party,Sanjay Kumar,1000000,*******5086,691,5972302
11598,14-10-2022,OL3292,Aam Aadmi Party,Sanjay Kumar,100000,*******5086,691,5972302
11599,14-10-2022,OL3296,Aam Aadmi Party,Sanjay Kumar,100000,*******5086,691,5972302
11600,14-10-2022,OL3298,Aam Aadmi Party,Sanjay Kumar,100000,*******5086,691,5972302
11601,14-10-2022,OL3294,Aam Aadmi Party,Sanjay Kumar,100000,*******5086,691,5972302
11602,14-10-2022,OL3300,Aam Aadmi Party,Sanjay Kumar,100000,*******5086,691,5972302
14738,18-04-2023,TL14024,All India Trinamool Congress,Sanjay Kumar,1000000,*******0688,1,5093597
14739,18-04-2023,TL14026,All India Trinamool Congress,Sanjay Kumar,1000000,*******0688,1,5093597
7791,16-10-2021,OL1452,All India Trinamool Congress,Sanjay Kumar Sinha,100000,*******0688,1,3490777
17755,17-10-2023,OL29759,"President, All India Congress Committee",Sanjay Kumar Sinha,100000,*******4012,691,7516991
17756,17-10-2023,OL29757,"President, All India Congress Committee",Sanjay Kumar Sinha,100000,*******4012,691,7516991
17757,17-10-2023,OL29761,"President, All India Congress Committee",Sanjay Kumar Sinha,100000,*******4012,691,7516991
15061,26-04-2023,OL29621,All India Trinamool Congress,Sanjib Chakraborty,100000,*******0688,1,3490777
10482,12-04-2022,OC12052,Bharat Rashtra Samithi,Sanola Wind Project Pvt Ltd,10000000,*******7477,847,3898296
10489,12-04-2022,OC12054,Bharat Rashtra Samithi,Sanola Wind Project Pvt Ltd,10000000,*******7477,847,3898296
11584,14-10-2022,TL13614,Aam Aadmi Party,Santosh Goyal,1000000,*******5086,691,5972302
12620,18-11-2022,TL995,Bharatiya Janata Party,Sanvi Spinning Mills Pvt Ltd,1000000,*******8244,691,8212066
12621,18-11-2022,TL997,Bharatiya Janata Party,Sanvi Spinning Mills Pvt Ltd,1000000,*******8244,691,8212066
12668,18-11-2022,OL27571,Bharatiya Janata Party,Sanvi Spinning Mills Pvt Ltd,100000,*******8244,691,7516991
12669,18-11-2022,OL27565,Bharatiya Janata Party,Sanvi Spinning Mills Pvt Ltd,100000,*******8244,691,7516991
